wine_id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2088,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6
2089,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
2090,6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6
2091,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
2092,6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6
2093,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6
2094,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
2095,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7
2096,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6
2097,6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,6
2098,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6
2099,8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5
2100,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6
2101,7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5
2102,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6
2103,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6
2104,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5
2105,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
2106,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5
2107,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
2108,8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6
2109,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5
2110,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6
2111,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
2112,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6
2113,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5
2114,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7
2115,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
2116,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7
2117,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6
2118,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7
2119,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6
2120,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8
2121,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6
2122,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6
2123,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7
2124,7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5
2125,6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6
2126,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6
2127,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6
2128,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
2129,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6
2130,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6
2131,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
2132,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
2133,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6
2134,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6
2135,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6
2136,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5
2137,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5
2138,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6
2139,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6
2140,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5
2141,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
2142,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6
2143,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6
2144,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
2145,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
2146,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5
2147,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6
2148,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6
2149,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6
2150,6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5
2151,6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6
2152,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5
2153,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6
2154,6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,6
2155,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
2156,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
2157,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6
2158,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7
2159,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5
2160,6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6
2161,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6
2162,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
2163,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6
2164,6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5
2165,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6
2166,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
2167,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6
2168,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5
2169,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6
2170,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6
2171,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
2172,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6
2173,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5
2174,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7
2175,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6
2176,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5
2177,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6
2178,5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,4
2179,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
2180,6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8
2181,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6
2182,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6
2183,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6
2184,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7
2185,6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,5
2186,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
2187,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5
2188,6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7
2189,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6
2190,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6
2191,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6
2192,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
2193,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6
2194,6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6
2195,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6
2196,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7
2197,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5
2198,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6
2199,6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6
2200,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5
2201,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
2202,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
2203,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4
2204,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
2205,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
2206,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
2207,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
2208,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5
2209,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6
2210,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
2211,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6
2212,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7
2213,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
2214,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5
2215,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
2216,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7
2217,7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,5
2218,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
2219,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
2220,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6
2221,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
2222,7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6
2223,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
2224,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
2225,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5
2226,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5
2227,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6
2228,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5
2229,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6
2230,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
2231,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6
2232,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6
2233,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6
2234,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
2235,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
2236,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6
2237,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7
2238,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
2239,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5
2240,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5
2241,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5
2242,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6
2243,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
2244,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
2245,6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6
2246,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
2247,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6
2248,7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,7
2249,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
2250,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
2251,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6
2252,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7
2253,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6
2254,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7
2255,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,6
2256,7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,4
2257,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5
2258,7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7
2259,7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6
2260,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6
2261,5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5
2262,7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7
2263,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5
2264,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7
2265,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
2266,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6
2267,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6
2268,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7
2269,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
2270,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
2271,8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5
2272,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
2273,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
2274,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5
2275,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
2276,8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8
2277,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6
2278,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
2279,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6
2280,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
2281,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
2282,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6
2283,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
2284,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5
2285,7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8
2286,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7
2287,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
2288,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,5
2289,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6
2290,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6
2291,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
2292,7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
2293,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6
2294,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6
2295,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
2296,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
2297,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8
2298,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
2299,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
2300,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
2301,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6
2302,7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6
2303,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7
2304,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,7
2305,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6
2306,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7
2307,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
2308,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6
2309,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
2310,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6
2311,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,7
2312,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6
2313,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6
2314,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
2315,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
2316,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
2317,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
2318,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6
2319,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6
2320,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
2321,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
2322,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8
2323,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
2324,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6
2325,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6
2326,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5
2327,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
2328,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
2329,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6
2330,6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,6
2331,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
2332,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7
2333,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,5
2334,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
2335,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7
2336,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5
2337,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5
2338,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
2339,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6
2340,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,6
2341,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
2342,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5
2343,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
2344,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6
2345,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6
2346,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5
2347,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7
2348,6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8
2349,7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6
2350,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6
2351,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
2352,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
2353,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
2354,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7
2355,6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6
2356,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6
2357,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5
2358,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
2359,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,5
2360,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
2361,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6
2362,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6
2363,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
2364,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6
2365,7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
2366,6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5
2367,6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5
2368,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
2369,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7
2370,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
2371,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
2372,6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6
2373,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6
2374,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7
2375,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
2376,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8
2377,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7
2378,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7
2379,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5
2380,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
2381,7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6
2382,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6
2383,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6
2384,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6
2385,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
2386,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5
2387,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
2388,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4
2389,7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5
2390,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5
2391,6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5
2392,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7
2393,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6
2394,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5
